FEDR_id,CASE_id,CASE_fedr_url,CASE_api_url,FEDR_Kod_TERYT,FEDR_name,FEDR_tags,adsiedzwojewodztwo_nazwa,adsiedzpowiat_nazwa,q1_total_verdicts,q2_final_verdicts,q3_verdicts_with_reasoning,q4_verdicts_journalist_defendant,q5a_cases_journalist_discontinued,q5b_cases_journalist_conditional_discontinued,q5c_cases_journalist_acquittal,q5d_cases_journalist_conviction,q5e_cases_journalist_settlement,q6_verdicts_public_official_prosecutor,other_info,e_verdict_1,e_verdict_2,e_verdict_3,e_verdict_4,e_verdict_5,e_verdict_6,e_verdict_7,e_verdict_8,e_verdict_9,e_verdict_10,e_verdict_11,e_verdict_12,e_verdict_13,e_verdict_14,e_verdict_15,e_verdict_16,e_verdict_17,e_verdict_18,e_verdict_19
2522,84769,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-93,https://fedrowanie.siecobywatelska.pl/api/cases/84769/,'0462011,Sąd Rejonowy w Grudziądzu,"['sąd', 'sąd rejonowy']",KUJAWSKO-POMORSKIE,m. Grudziądz,1,0,1,0,0,0,0,0,0,0,,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171046/355337,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171047/355337,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171048/355337,,,,,,,,,,,,,,,,
2523,84774,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-98,https://fedrowanie.siecobywatelska.pl/api/cases/84774/,'0407011,Sąd Rejonowy w Inowrocławiu,"['sąd', 'sąd rejonowy']",KUJAWSKO-POMORSKIE,inowrocławski,5,5,4,0,0,0,0,0,0,0,"Sąd Rejonowy w Inowrocławiu przesłał skany wyroków w sprawach o sygnaturach: II K 1109/22, II K 156/23, II K 1380/21, II K 843/23, II K 453/22. Załączono również klauzulę informacyjną dotyczącą przetwarzania danych osobowych przez Sąd Rejonowy w Inowrocławiu (Administratorzy danych: Prezes Sądu, Dyrektor Sądu; Inspektor Ochrony Danych: iod@inowroclaw.sr.gov.pl).",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172207/356360,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172208/356360,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172209/356360,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172210/356360,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172211/356360,,,,,,,,,,,,,,
2524,84818,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-142,https://fedrowanie.siecobywatelska.pl/api/cases/84818/,'0408011,Sąd Rejonowy w Lipnie,"['sąd', 'sąd rejonowy']",KUJAWSKO-POMORSKIE,lipnowski,0,0,0,0,0,0,0,0,0,0,"Sąd Rejonowy w Lipnie informuje, iż w roku 2024 nie toczyły się sprawy z art. 212 § 2 k.k. (nie wydano wyroków w takich sprawach).",,,,,,,,,,,,,,,,,,,
2525,84938,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-262,https://fedrowanie.siecobywatelska.pl/api/cases/84938/,'0410054,Sąd Rejonowy w Szubinie,"['sąd', 'sąd rejonowy']",KUJAWSKO-POMORSKIE,nakielski,1,1,1,0,0,0,0,0,0,1,"Sąd uniewinnił oskarżoną I.P. od zarzutów z art. 190a § 1 kk, art. 234 kk oraz art. 212 § 2 kk. Sąd uznał, że działania oskarżonej nie wypełniły znamion przestępstwa, lecz stanowiły dążenie do rozwiązania impasu prawnego i szukanie ochrony prawnej dla jej rodziny przed hałasem ze strzelnicy. Sąd stwierdził, że działanie oskarżonej nie wzbudziło u pokrzywdzonego (K.N.) uzasadnionego poczucia zagrożenia, a sam pokrzywdzony aktywnie działał przeciwko oskarżonej, m.in. drwiąc z niej i prześmiewając ją na forach społecznościowych. Sąd uznał, że zarzuty formułowane w pismach do instytucji nie były fałszywe w rozumieniu art. 234 kk, ponieważ oskarżona działała w przekonaniu o naruszeniu norm prawnych i zgłaszała zdarzenia, które miały miejsce. W odniesieniu do art. 212 § 2 kk, Sąd przyjął, że korespondencja elektroniczna do ściśle określonego kręgu osób i instytucji nie stanowi środka masowego komunikowania, a zarzuty sformułowane w tych pismach, choć negatywne, nie narażały pokrzywdzonego na poniżenie w opinii publicznej w rozumieniu tego przepisu. Sąd podkreślił, że postępowanie karne nie powinno służyć do rozstrzygania konfliktów między skonfliktowanymi stronami.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171500/355807,,,,,,,,,,,,,,,,,,
2526,84945,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-269,https://fedrowanie.siecobywatelska.pl/api/cases/84945/,'0414094,Sąd Rejonowy w Świeciu,"['sąd', 'sąd rejonowy']",KUJAWSKO-POMORSKIE,świecki,0,0,0,0,0,0,0,0,0,0,"Sąd poinformował, że w II Wydziale Karnym Sądu Rejonowego w Świeciu w okresie od 01.01.2024 roku do 7.04.2025 roku nie odnotowano spraw, w których zarzucany czyn dotyczył art. 212 § 2 kk.",,,,,,,,,,,,,,,,,,,
2527,84679,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-3,https://fedrowanie.siecobywatelska.pl/api/cases/84679/,'0463011,Sąd Rejonowy  w Toruniu,"['sąd', 'sąd rejonowy']",KUJAWSKO-POMORSKIE,m. Toruń,3,1,3,0,0,0,0,0,0,0,"Informacje podano odrębnie dla II Wydziału Karnego i VIII Wydziału Karnego. W VIII Wydziale Karnym odnotowano 1 wyrok w postępowaniu apelacyjnym (sygn. VIII K 396/23), który jest orzeczeniem nieprawomocnym. Wyroki z uzasadnieniami (sprawy II K 755/22, II K 103/23, VIII K 396/23) dostępne są w Portalu Orzeczeń.",,,,,,,,,,,,,,,,,,,
2528,84991,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-315,https://fedrowanie.siecobywatelska.pl/api/cases/84991/,'0464011,Sąd Rejonowy we Włocławku,"['sąd', 'sąd rejonowy']",KUJAWSKO-POMORSKIE,m. Włocławek,3,3,1,0,0,0,0,0,0,0,Treść informacji publicznej została zanonimizowana.,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171280/355591,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171281/355591,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171282/355591,,,,,,,,,,,,,,,,
2530,84750,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-74,https://fedrowanie.siecobywatelska.pl/api/cases/84750/,'2861011,Sąd Rejonowy w Elblągu,"['sąd', 'sąd rejonowy']",WARMIŃSKO-MAZURSKIE,m. Elbląg,2,1,2,0,0,0,0,0,0,1,"Sąd w uzasadnieniu wyroku w sprawie VIIIK 119/22 szczegółowo uzasadnił, dlaczego oskarżony w tej sprawie nie został uznany za dziennikarza, mimo jego twierdzeń (brak dowodów zatrudnienia, niszowy charakter medium, brak weryfikacji informacji). W sprawie VIII K 1175/23 Sąd potwierdził, że oskarżycielem prywatnym była osoba pełniąca funkcję publiczną (dyrektor). W uzasadnieniach Sąd omawiał m.in. kwestie przedawnienia karalności czynu (moment dowiedzenia się o nim przez pokrzywdzonego w kontekście niszowości publikacji) oraz przesłanki warunkowego umorzenia postępowania.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172452/356527,,,,,,,,,,,,,,,,,,
2532,84753,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-77,https://fedrowanie.siecobywatelska.pl/api/cases/84753/,'2262011,Sąd Rejonowy w Gdyni,"['sąd', 'sąd rejonowy']",POMORSKIE,m. Gdynia,2,2,2,0,0,0,0,0,0,0,"Sąd Rejonowy w Gdyni wydał w 2024 roku łącznie 2 wyroki w sprawach z art. 212 § 2 k.k. Oba dotyczyły pomówienia za pomocą środków masowego komunikowania (portale internetowe A.pl i G.). W obu przypadkach postępowanie zostało warunkowo umorzone. Sprawa IX K 537/22 (oskarżony A. K., oskarżyciel prywatny W. L.) dotyczyła komentarza na portalu A.pl i zakończyła się orzeczeniem nawiązki 500 zł. Sprawa II K 628/23 (oskarżona I. Ł., oskarżyciel prywatny A. O.) dotyczyła pomówienia (art. 212 kk) oraz znieważenia (art. 216 kk) lekarza i zakończyła się orzeczeniem zadośćuczynienia 1000 zł oraz obowiązkiem pisemnych przeprosin. Sąd podkreślił, że w obu sprawach wina i społeczna szkodliwość czynów nie były znaczne. Sąd Rejonowy w Gdyni nie odnotował w 2024 roku wyroków z art. 212 § 2 k.k., w których oskarżonym był dziennikarz lub redakcja medium, ani w których oskarżycielem była osoba pełniąca funkcję publiczną.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172202/356359,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172201/356359,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172204/356359,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172203/356359,,,,,,,,,,,,,,,
2533,84801,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-125,https://fedrowanie.siecobywatelska.pl/api/cases/84801/,'2206011,Sąd Rejonowy w Kościerzynie,"['sąd', 'sąd rejonowy']",POMORSKIE,kościerski,1,1,0,0,0,0,0,0,0,0,,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171680/355969,,,,,,,,,,,,,,,,,,
2534,84809,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-133,https://fedrowanie.siecobywatelska.pl/api/cases/84809/,'2207011,Sąd Rejonowy w Kwidzynie,"['sąd', 'sąd rejonowy']",POMORSKIE,kwidzyński,4,3,4,1,0,0,0,1,0,1,W trzech sprawach została wyłączona jawność postępowania.,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172991/360679,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172990/360679,,,,,,,,,,,,,,,,,
2535,84815,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-139,https://fedrowanie.siecobywatelska.pl/api/cases/84815/,'2208011,Sąd Rejonowy w Lęborku,"['sąd', 'sąd rejonowy']",POMORSKIE,lęborski,0,0,0,0,0,0,0,0,,0,"Sąd Rejonowy w Lęborku nie gromadzi szczegółowych danych ani nie prowadzi statystyk dotyczących wydanych orzeczeń w sprawach z art. 212 § 2 k.k. Odpowiedź na pytania 1-6 wymaga wytworzenia danych na podstawie dokumentów (przeglądu spraw z 2024 roku, anonimizacji orzeczeń), co stanowi informację przetworzoną. W związku z tym, sąd wzywa wnioskodawcę do wykazania szczególnej istotności dla interesu publicznego w terminie 7 dni. Termin rozpatrzenia wniosku w zakresie informacji przetworzonej został wyznaczony na 4 czerwca 2025 r.",,,,,,,,,,,,,,,,,,,
2536,84832,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-156,https://fedrowanie.siecobywatelska.pl/api/cases/84832/,'2209011,Sąd Rejonowy w Malborku,"['sąd', 'sąd rejonowy']",POMORSKIE,malborski,1,0,1,0,0,0,0,0,0,0,Udostępniono zanonimizowany wyrok w sprawie II K 14/23 wraz z uzasadnieniem. Wyrok nie jest prawomocny z powodu apelacji.,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171882/356114,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171883/356114,,,,,,,,,,,,,,,,,
2538,84950,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-274,https://fedrowanie.siecobywatelska.pl/api/cases/84950/,'2214011,Sąd Rejonowy w Tczewie,"['sąd', 'sąd rejonowy']",POMORSKIE,tczewski,3,3,1,0,0,0,0,0,0,0,"Sąd nie uwzględnił wniosku oskarżyciela posiłkowego o orzeczenie obowiązku umieszczenia przeprosin w środkach masowego komunikowania, ponieważ wymierzono bezwzględną karę pozbawienia wolności, a przepisy przewidują taką możliwość głównie w przypadku orzeczenia kary w zawieszeniu lub ograniczenia wolności. Sąd zasądził koszty obrony z urzędu na rzecz adwokata w kwocie 1239,84 zł brutto. Oskarżony został zwolniony od ponoszenia kosztów sądowych ze względu na sytuację materialną (utrzymuje się z zasiłków). Sąd wskazał, że poprzednio orzekane wobec oskarżonego kary ograniczenia wolności nie przyniosły rezultatu i były zamieniane na zastępcze kary pozbawienia wolności.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172461/356533,,,,,,,,,,,,,,,,,,
2539,84677,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-1,https://fedrowanie.siecobywatelska.pl/api/cases/84677/,'2215031,Sad Rejonowy w Wejherowie,"['sąd', 'sąd rejonowy']",POMORSKIE,wejherowski,0,0,0,0,0,0,0,0,0,0,"Sąd poinformował, że w 2024 r. zarejestrowano 1 sprawę karną z art. 212 § 2 k.k., w której zapadło postanowienie o umorzeniu postępowania z uwagi na niestawiennictwo oskarżyciela prywatnego. Postanowienie to stało się prawomocne 18 lipca 2024 r.",,,,,,,,,,,,,,,,,,,
2540,84921,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-245,https://fedrowanie.siecobywatelska.pl/api/cases/84921/,'2264011,Sąd Rejonowy w Sopocie,"['sąd', 'sąd rejonowy']",POMORSKIE,m. Sopot,0,0,0,0,0,0,0,0,,0,"Biuro Obsługi Interesantów informuje o przekazaniu wniosku do Oddziału Administracyjnego. Należy oczekiwać informacji zwrotnej bezpośrednio z Oddziału. W razie kolejnej korespondencji, prośba o przesłanie na adres: administracyjny@sopot.sr.gov.pl.",,,,,,,,,,,,,,,,,,,
2542,84712,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-36,https://fedrowanie.siecobywatelska.pl/api/cases/84712/,'2401011,Sąd Rejonowy w Będzinie,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,będziński,0,0,0,0,0,0,0,0,,0,Informacja dotyczy VII Wydziału Karnego.,,,,,,,,,,,,,,,,,,,
2543,84717,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-41,https://fedrowanie.siecobywatelska.pl/api/cases/84717/,'2461011,Sąd Rejonowy w Bielsku-Białej,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,m. Bielsko-Biała,1,1,0,,,,,,,,"Sąd informuje, że w Sądzie Rejonowym w Bielsku-Białej zapadł tylko jeden wyrok w sprawie z art. 212 § 2 k.k. (jest to wyrok w sprawie III K 1244/20, datowany na 10 maja 2024 r.). Wyrok ten był prawomocny na dzień 8 kwietnia 2025 r. Nie sporządzono uzasadnienia dla tego wyroku.",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171148/355466,,,,,,,,,,,,,,,,,,
2544,84730,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-54,https://fedrowanie.siecobywatelska.pl/api/cases/84730/,'2462011,Sąd Rejonowy w Bytomiu,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,m. Bytom,1,1,1,0,0,0,0,0,0,0,Sprawa została zarejestrowana pod sygnaturą II K 1561/23.,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172187/356348,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172188/356348,,,,,,,,,,,,,,,,,
2545,84736,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-60,https://fedrowanie.siecobywatelska.pl/api/cases/84736/,'2463011,Sąd Rejonowy w Chorzowie,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,m. Chorzów,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2546,84742,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-66,https://fedrowanie.siecobywatelska.pl/api/cases/84742/,'2464011,Sąd Rejonowy w Częstochowie,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,m. Częstochowa,4,4,2,0,0,0,0,0,0,2,Do powyższych liczb dochodzi jedno postanowienie,,,,,,,,,,,,,,,,,,,
2547,84744,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-68,https://fedrowanie.siecobywatelska.pl/api/cases/84744/,'2465011,Sąd Rejonowy w Dąbrowie Górniczej,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,m. Dąbrowa Górnicza,2,2,2,0,0,0,0,0,0,0,,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172407/356490,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/172409/356490,,,,,,,,,,,,,,,,,
2548,84755,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-79,https://fedrowanie.siecobywatelska.pl/api/cases/84755/,'2466011,Sąd Rejonowy w Gliwicach,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,m. Gliwice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,84823,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-147,https://fedrowanie.siecobywatelska.pl/api/cases/84823/,'2407011,Sąd Rejonowy w Lublińcu,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,lubliniecki,0,0,0,0,0,0,0,0,0,0,"Sąd Rejonowy w Lublińcu informuje, że w 2024 roku nie wydano wyroków w sprawach z art. 212 § 2 kk.
Podstawa prawna odpowiedzi: art. 10 ust. 1 Ustawy z dnia 6 września 2001 r. o dostępie do informacji publicznej.
Sygnatura sprawy po stronie sądu: SSA.0123.9.2025.",,,,,,,,,,,,,,,,,,,
2550,84843,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-167,https://fedrowanie.siecobywatelska.pl/api/cases/84843/,'2470011,Sąd Rejonowy w Mysłowicach,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,m. Mysłowice,0,0,0,0,0,0,0,0,,0,Jedna sprawa zakończyła się postanowieniem o umorzeniu postępowania - strony pojednały się w toku posiedzenia pojednawczego i zawarły ugodę.,,,,,,,,,,,,,,,,,,,
2551,84891,https://fedrowanie.siecobywatelska.pl/sprawy/wyroki-w-sprawach-z-art-212-par-2-kk-215,https://fedrowanie.siecobywatelska.pl/api/cases/84891/,'2410054,Sąd Rejonowy w Pszczynie,"['sąd', 'sąd rejonowy']",ŚLĄSKIE,pszczyński,2,2,1,0,0,0,0,0,0,0,"Sąd Rejonowy w Pszczynie w odpowiedzi na wniosek udostępnił dwa wyroki z roku 2024 w sprawach z art. 212 § 2 k.k. W załączeniu przesłano zanonimizowany wyrok w sprawie II K 656/20 (zakończony umorzeniem postępowania z powodu odstąpienia od oskarżenia prywatnego) oraz zanonimizowany wyrok wraz z uzasadnieniem w sprawie II K 37/24 (zakończony uniewinnieniem oskarżonego). Sprawa II K 37/24 dotyczyła komentarza na portalu Allegro.pl. Sąd w uzasadnieniu wyroku II K 37/24 szczegółowo wyjaśnił powody uniewinnienia, wskazując na brak bezprawności, brak realizacji znamion czynu zabronionego, brak winy oraz brak szkodliwości społecznej, w tym uznając komentarz za prawdziwy i mieszczący się w ramach obrony społecznie uzasadnionego interesu (rzetelność obrotu gospodarczego).",https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171909/356124,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171910/356124,https://fedrowanie.siecobywatelska.pl/listy/zalacznik/171907/356124,,,,,,,,,,,,,,,,
